dataset,split,method,model_type,lambda,target_nfr,achieved_nfr,accuracy,pfr
adult,8,projected_gd,logreg,,0.02,0.014328717639975919,0.8539256832838571,0.10655737704918032
adult,8,bcwi,logreg,,0.02,0.01288380493678507,0.8537209540382844,0.09699453551912568
adult,8,projected_gd,logreg,,0.025,0.014328717639975919,0.8539256832838571,0.10655737704918032
adult,8,bcwi,logreg,,0.025,0.01288380493678507,0.8537209540382844,0.09699453551912568
adult,8,projected_gd,logreg,,0.03,0.014328717639975919,0.8539256832838571,0.10655737704918032
adult,8,bcwi,logreg,,0.03,0.01288380493678507,0.8537209540382844,0.09699453551912568
adult,9,baseline,logreg,,,0.012857836001940806,0.8490121813901116,0.10229508196721311
adult,9,confidence_drop,logreg,0.0,,0.012251334303736051,0.8488074521445389,0.09770491803278689
adult,9,fixed_anchor,logreg,0.0,,0.012736535662299854,0.8491145460128979,0.10229508196721311
adult,9,selective_distill,logreg,0.0,,0.012372634643377001,0.8492169106356843,0.10098360655737705
adult,9,confidence_drop,logreg,0.5,,0.00861232411450752,0.8488074521445389,0.0780327868852459
adult,9,fixed_anchor,logreg,0.5,,0.005943716642406598,0.8481932644078206,0.05967213114754098
adult,9,selective_distill,logreg,0.5,,0.010917030567685589,0.8490121813901116,0.09180327868852459
adult,9,confidence_drop,logreg,1.0,,0.007641921397379912,0.8490121813901116,0.0740983606557377
adult,9,fixed_anchor,logreg,1.0,,0.004609412906356138,0.8473743474255298,0.04721311475409836
adult,9,selective_distill,logreg,1.0,,0.009704027171276079,0.8488074521445389,0.0839344262295082
adult,9,confidence_drop,logreg,2.0,,0.009582726831635129,0.8448152318558706,0.057704918032786885
adult,9,fixed_anchor,logreg,2.0,,0.003760310528869481,0.846043607329307,0.03409836065573771
adult,9,selective_distill,logreg,2.0,,0.007641921397379912,0.8479885351622479,0.06754098360655737
adult,9,confidence_drop,logreg,4.0,,0.010553129548762736,0.8430750332685024,0.05180327868852459
adult,9,fixed_anchor,logreg,4.0,,0.002547307132459971,0.8451223257242297,0.021639344262295083
adult,9,selective_distill,logreg,4.0,,0.005579815623483746,0.8478861705394616,0.05573770491803279
adult,9,confidence_drop,logreg,8.0,,0.014192139737991267,0.8405159176988433,0.05508196721311476
adult,9,fixed_anchor,logreg,8.0,,0.0012130033964095099,0.8453270549698024,0.015737704918032787
adult,9,selective_distill,logreg,8.0,,0.003760310528869481,0.846043607329307,0.03409836065573771
adult,9,projected_gd,logreg,,0.0,0.00012130033964095099,0.8439963148735797,0.0013114754098360656
adult,9,bcwi,logreg,,0.0,0.0,0.8438939502507933,0.0
adult,9,projected_gd,logreg,,0.005,0.004124211547792334,0.8463507011976661,0.0380327868852459
adult,9,bcwi,logreg,,0.005,0.0060650169820475495,0.8478861705394616,0.058360655737704915
adult,9,projected_gd,logreg,,0.01,0.008248423095584668,0.8483979936533934,0.07344262295081967
adult,9,bcwi,logreg,,0.01,0.008854924793789423,0.8481932644078206,0.07540983606557378
adult,9,projected_gd,logreg,,0.015,0.013464337700145561,0.8482956290306071,0.10098360655737705
adult,9,bcwi,logreg,,0.015,0.008854924793789423,0.8481932644078206,0.07540983606557378
adult,9,projected_gd,logreg,,0.02,0.013464337700145561,0.8488074521445389,0.10426229508196722
adult,9,bcwi,logreg,,0.02,0.008854924793789423,0.8481932644078206,0.07540983606557378
adult,9,projected_gd,logreg,,0.025,0.013464337700145561,0.8488074521445389,0.10426229508196722
adult,9,bcwi,logreg,,0.025,0.008854924793789423,0.8481932644078206,0.07540983606557378
adult,9,projected_gd,logreg,,0.03,0.013464337700145561,0.8488074521445389,0.10426229508196722
adult,9,bcwi,logreg,,0.03,0.008854924793789423,0.8481932644078206,0.07540983606557378
Australian,0,baseline,logreg,,,0.19753086419753085,0.792,0.7727272727272727
Australian,0,confidence_drop,logreg,0.0,,0.13580246913580246,0.792,0.6590909090909091
Australian,0,fixed_anchor,logreg,0.0,,0.1728395061728395,0.824,0.8181818181818182
Australian,0,selective_distill,logreg,0.0,,0.14814814814814814,0.84,0.8181818181818182
Australian,0,confidence_drop,logreg,0.5,,0.1111111111111111,0.792,0.6136363636363636
Australian,0,fixed_anchor,logreg,0.5,,0.18518518518518517,0.752,0.6363636363636364
Australian,0,selective_distill,logreg,0.5,,0.13580246913580246,0.848,0.8181818181818182
Australian,0,confidence_drop,logreg,1.0,,0.12345679012345678,0.784,0.6136363636363636
Australian,0,fixed_anchor,logreg,1.0,,0.16049382716049382,0.752,0.5909090909090909
Australian,0,selective_distill,logreg,1.0,,0.13580246913580246,0.84,0.7954545454545454
Australian,0,confidence_drop,logreg,2.0,,0.12345679012345678,0.76,0.5454545454545454
Australian,0,fixed_anchor,logreg,2.0,,0.16049382716049382,0.752,0.5909090909090909
Australian,0,selective_distill,logreg,2.0,,0.12345679012345678,0.848,0.7954545454545454
Australian,0,confidence_drop,logreg,4.0,,0.12345679012345678,0.736,0.4772727272727273
Australian,0,fixed_anchor,logreg,4.0,,0.16049382716049382,0.76,0.6136363636363636
Australian,0,selective_distill,logreg,4.0,,0.12345679012345678,0.848,0.7954545454545454
Australian,0,confidence_drop,logreg,8.0,,0.1728395061728395,0.696,0.45454545454545453
Australian,0,fixed_anchor,logreg,8.0,,0.1728395061728395,0.752,0.6136363636363636
Australian,0,selective_distill,logreg,8.0,,0.09876543209876543,0.856,0.7727272727272727
Australian,0,projected_gd,logreg,,0.0,0.012345679012345678,0.672,0.09090909090909091
Australian,0,bcwi,logreg,,0.0,0.0,0.664,0.045454545454545456
Australian,0,projected_gd,logreg,,0.005,0.012345679012345678,0.672,0.09090909090909091
Australian,0,bcwi,logreg,,0.005,0.0,0.664,0.045454545454545456
Australian,0,projected_gd,logreg,,0.01,0.012345679012345678,0.672,0.09090909090909091
Australian,0,bcwi,logreg,,0.01,0.0,0.664,0.045454545454545456
Australian,0,projected_gd,logreg,,0.015,0.012345679012345678,0.672,0.09090909090909091
Australian,0,bcwi,logreg,,0.015,0.0,0.664,0.045454545454545456
Australian,0,projected_gd,logreg,,0.02,0.012345679012345678,0.672,0.09090909090909091
Australian,0,bcwi,logreg,,0.02,0.0,0.664,0.045454545454545456
Australian,0,projected_gd,logreg,,0.025,0.012345679012345678,0.672,0.09090909090909091
Australian,0,bcwi,logreg,,0.025,0.0,0.664,0.045454545454545456
Australian,0,projected_gd,logreg,,0.03,0.012345679012345678,0.672,0.09090909090909091
Australian,0,bcwi,logreg,,0.03,0.0,0.664,0.045454545454545456
Australian,1,baseline,logreg,,,0.11428571428571428,0.784,0.6545454545454545
Australian,1,confidence_drop,logreg,0.0,,0.05714285714285714,0.824,0.6727272727272727
Australian,1,fixed_anchor,logreg,0.0,,0.05714285714285714,0.832,0.6909090909090909
Australian,1,selective_distill,logreg,0.0,,0.12857142857142856,0.792,0.6909090909090909
Australian,1,confidence_drop,logreg,0.5,,0.11428571428571428,0.8,0.6909090909090909
Australian,1,fixed_anchor,logreg,0.5,,0.02857142857142857,0.832,0.6545454545454545
Australian,1,selective_distill,logreg,0.5,,0.11428571428571428,0.8,0.6909090909090909
Australian,1,confidence_drop,logreg,1.0,,0.14285714285714285,0.784,0.6909090909090909
Australian,1,fixed_anchor,logreg,1.0,,0.02857142857142857,0.824,0.6363636363636364
Australian,1,selective_distill,logreg,1.0,,0.11428571428571428,0.792,0.6727272727272727
Australian,1,confidence_drop,logreg,2.0,,0.14285714285714285,0.808,0.7454545454545455
Australian,1,fixed_anchor,logreg,2.0,,0.014285714285714285,0.832,0.6363636363636364
Australian,1,selective_distill,logreg,2.0,,0.11428571428571428,0.808,0.7090909090909091
Australian,1,confidence_drop,logreg,4.0,,0.18571428571428572,0.776,0.7272727272727273
Australian,1,fixed_anchor,logreg,4.0,,0.014285714285714285,0.824,0.6181818181818182
Australian,1,selective_distill,logreg,4.0,,0.1,0.8,0.6727272727272727
Australian,1,confidence_drop,logreg,8.0,,0.2571428571428571,0.704,0.6545454545454545
Australian,1,fixed_anchor,logreg,8.0,,0.014285714285714285,0.792,0.5454545454545454
Australian,1,selective_distill,logreg,8.0,,0.1,0.792,0.6545454545454545
Australian,1,projected_gd,logreg,,0.0,0.0,0.592,0.07272727272727272
Australian,1,bcwi,logreg,,0.0,0.05714285714285714,0.592,0.14545454545454545
Australian,1,projected_gd,logreg,,0.005,0.0,0.592,0.07272727272727272
Australian,1,bcwi,logreg,,0.005,0.05714285714285714,0.592,0.14545454545454545
Australian,1,projected_gd,logreg,,0.01,0.0,0.592,0.07272727272727272
Australian,1,bcwi,logreg,,0.01,0.05714285714285714,0.592,0.14545454545454545
Australian,1,projected_gd,logreg,,0.015,0.0,0.592,0.07272727272727272
Australian,1,bcwi,logreg,,0.015,0.05714285714285714,0.592,0.14545454545454545
Australian,1,projected_gd,logreg,,0.02,0.0,0.592,0.07272727272727272
Australian,1,bcwi,logreg,,0.02,0.05714285714285714,0.592,0.14545454545454545
Australian,1,projected_gd,logreg,,0.025,0.0,0.592,0.07272727272727272
Australian,1,bcwi,logreg,,0.025,0.05714285714285714,0.592,0.14545454545454545
Australian,1,projected_gd,logreg,,0.03,0.0,0.592,0.07272727272727272
Australian,1,bcwi,logreg,,0.03,0.05714285714285714,0.592,0.14545454545454545
Australian,2,baseline,logreg,,,0.1411764705882353,0.8,0.675
Australian,2,confidence_drop,logreg,0.0,,0.058823529411764705,0.84,0.625
Australian,2,fixed_anchor,logreg,0.0,,0.07058823529411765,0.864,0.725
Australian,2,selective_distill,logreg,0.0,,0.3176470588235294,0.648,0.575
Australian,2,confidence_drop,logreg,0.5,,0.047058823529411764,0.864,0.675
Australian,2,fixed_anchor,logreg,0.5,,0.08235294117647059,0.832,0.65
Australian,2,selective_distill,logreg,0.5,,0.27058823529411763,0.68,0.575
Australian,2,confidence_drop,logreg,1.0,,0.07058823529411765,0.832,0.625
Australian,2,fixed_anchor,logreg,1.0,,0.09411764705882353,0.816,0.625
Australian,2,selective_distill,logreg,1.0,,0.2823529411764706,0.664,0.55
Australian,2,confidence_drop,logreg,2.0,,0.08235294117647059,0.808,0.575
Australian,2,fixed_anchor,logreg,2.0,,0.09411764705882353,0.808,0.6
Australian,2,selective_distill,logreg,2.0,,0.24705882352941178,0.648,0.425
Australian,2,confidence_drop,logreg,4.0,,0.09411764705882353,0.784,0.525
Australian,2,fixed_anchor,logreg,4.0,,0.07058823529411765,0.816,0.575
Australian,2,selective_distill,logreg,4.0,,0.24705882352941178,0.64,0.4
Australian,2,confidence_drop,logreg,8.0,,0.09411764705882353,0.768,0.475
Australian,2,fixed_anchor,logreg,8.0,,0.07058823529411765,0.8,0.525
Australian,2,selective_distill,logreg,8.0,,0.2235294117647059,0.664,0.425
Australian,2,projected_gd,logreg,,0.0,0.0,0.696,0.05
Australian,2,bcwi,logreg,,0.0,0.011764705882352941,0.688,0.05
Australian,2,projected_gd,logreg,,0.005,0.0,0.696,0.05
Australian,2,bcwi,logreg,,0.005,0.011764705882352941,0.688,0.05
Australian,2,projected_gd,logreg,,0.01,0.0,0.696,0.05
Australian,2,bcwi,logreg,,0.01,0.011764705882352941,0.688,0.05
Australian,2,projected_gd,logreg,,0.015,0.0,0.696,0.05
Australian,2,bcwi,logreg,,0.015,0.011764705882352941,0.688,0.05
Australian,2,projected_gd,logreg,,0.02,0.0,0.696,0.05
Australian,2,bcwi,logreg,,0.02,0.011764705882352941,0.688,0.05
Australian,2,projected_gd,logreg,,0.025,0.0,0.696,0.05
Australian,2,bcwi,logreg,,0.025,0.011764705882352941,0.688,0.05
Australian,2,projected_gd,logreg,,0.03,0.0,0.696,0.05
Australian,2,bcwi,logreg,,0.03,0.011764705882352941,0.688,0.05
Australian,3,baseline,logreg,,,0.15384615384615385,0.8,0.6764705882352942
Australian,3,confidence_drop,logreg,0.0,,0.17582417582417584,0.784,0.6764705882352942
Australian,3,fixed_anchor,logreg,0.0,,0.2857142857142857,0.64,0.4411764705882353
Australian,3,selective_distill,logreg,0.0,,0.37362637362637363,0.6,0.5294117647058824
Australian,3,confidence_drop,logreg,0.5,,0.16483516483516483,0.8,0.7058823529411765
Australian,3,fixed_anchor,logreg,0.5,,0.25274725274725274,0.672,0.47058823529411764
Australian,3,selective_distill,logreg,0.5,,0.3626373626373626,0.616,0.5588235294117647
Australian,3,confidence_drop,logreg,1.0,,0.18681318681318682,0.784,0.7058823529411765
Australian,3,fixed_anchor,logreg,1.0,,0.25274725274725274,0.664,0.4411764705882353
Australian,3,selective_distill,logreg,1.0,,0.3626373626373626,0.616,0.5588235294117647
Australian,3,confidence_drop,logreg,2.0,,0.1978021978021978,0.776,0.7058823529411765
Australian,3,fixed_anchor,logreg,2.0,,0.25274725274725274,0.664,0.4411764705882353
Australian,3,selective_distill,logreg,2.0,,0.3516483516483517,0.616,0.5294117647058824
Australian,3,confidence_drop,logreg,4.0,,0.24175824175824176,0.744,0.7058823529411765
Australian,3,fixed_anchor,logreg,4.0,,0.26373626373626374,0.656,0.4411764705882353
Australian,3,selective_distill,logreg,4.0,,0.34065934065934067,0.608,0.47058823529411764
Australian,3,confidence_drop,logreg,8.0,,0.25274725274725274,0.736,0.7058823529411765
Australian,3,fixed_anchor,logreg,8.0,,0.2857142857142857,0.64,0.4411764705882353
Australian,3,selective_distill,logreg,8.0,,0.32967032967032966,0.616,0.47058823529411764
Australian,3,projected_gd,logreg,,0.0,0.06593406593406594,0.84,0.5882352941176471
Australian,3,bcwi,logreg,,0.0,0.10989010989010989,0.848,0.7352941176470589
Australian,3,projected_gd,logreg,,0.005,0.06593406593406594,0.84,0.5882352941176471
Australian,3,bcwi,logreg,,0.005,0.10989010989010989,0.848,0.7352941176470589
Australian,3,projected_gd,logreg,,0.01,0.06593406593406594,0.84,0.5882352941176471
Australian,3,bcwi,logreg,,0.01,0.10989010989010989,0.848,0.7352941176470589
Australian,3,projected_gd,logreg,,0.015,0.06593406593406594,0.84,0.5882352941176471
Australian,3,bcwi,logreg,,0.015,0.10989010989010989,0.848,0.7352941176470589
Australian,3,projected_gd,logreg,,0.02,0.06593406593406594,0.84,0.5882352941176471
Australian,3,bcwi,logreg,,0.02,0.10989010989010989,0.848,0.7352941176470589
Australian,3,projected_gd,logreg,,0.025,0.06593406593406594,0.84,0.5882352941176471
Australian,3,bcwi,logreg,,0.025,0.10989010989010989,0.848,0.7352941176470589
Australian,3,projected_gd,logreg,,0.03,0.06593406593406594,0.84,0.5882352941176471
Australian,3,bcwi,logreg,,0.03,0.10989010989010989,0.848,0.7352941176470589
Australian,4,baseline,logreg,,,0.12871287128712872,0.824,0.625
Australian,4,confidence_drop,logreg,0.0,,0.19801980198019803,0.704,0.2916666666666667
Australian,4,fixed_anchor,logreg,0.0,,0.3465346534653465,0.632,0.5416666666666666
Australian,4,selective_distill,logreg,0.0,,0.0594059405940594,0.816,0.2916666666666667
Australian,4,confidence_drop,logreg,0.5,,0.19801980198019803,0.704,0.2916666666666667
Australian,4,fixed_anchor,logreg,0.5,,0.3069306930693069,0.672,0.5833333333333334
Australian,4,selective_distill,logreg,0.5,,0.0594059405940594,0.808,0.25
Australian,4,confidence_drop,logreg,1.0,,0.19801980198019803,0.704,0.2916666666666667
Australian,4,fixed_anchor,logreg,1.0,,0.3069306930693069,0.68,0.625
Australian,4,selective_distill,logreg,1.0,,0.0594059405940594,0.808,0.25
Australian,4,confidence_drop,logreg,2.0,,0.2079207920792079,0.696,0.2916666666666667
Australian,4,fixed_anchor,logreg,2.0,,0.3069306930693069,0.688,0.6666666666666666
Australian,4,selective_distill,logreg,2.0,,0.06930693069306931,0.8,0.25
Australian,4,confidence_drop,logreg,4.0,,0.26732673267326734,0.656,0.3333333333333333
Australian,4,fixed_anchor,logreg,4.0,,0.3069306930693069,0.688,0.6666666666666666
Australian,4,selective_distill,logreg,4.0,,0.07920792079207921,0.792,0.25
Australian,4,confidence_drop,logreg,8.0,,0.40594059405940597,0.544,0.3333333333333333
Australian,4,fixed_anchor,logreg,8.0,,0.32673267326732675,0.664,0.625
Australian,4,selective_distill,logreg,8.0,,0.07920792079207921,0.784,0.20833333333333334
Australian,4,projected_gd,logreg,,0.0,0.039603960396039604,0.864,0.4583333333333333
Australian,4,bcwi,logreg,,0.0,0.0,0.824,0.08333333333333333
Australian,4,projected_gd,logreg,,0.005,0.039603960396039604,0.864,0.4583333333333333
Australian,4,bcwi,logreg,,0.005,0.0,0.824,0.08333333333333333
Australian,4,projected_gd,logreg,,0.01,0.039603960396039604,0.864,0.4583333333333333
Australian,4,bcwi,logreg,,0.01,0.0,0.824,0.08333333333333333
Australian,4,projected_gd,logreg,,0.015,0.039603960396039604,0.864,0.4583333333333333
Australian,4,bcwi,logreg,,0.015,0.0,0.824,0.08333333333333333
Australian,4,projected_gd,logreg,,0.02,0.039603960396039604,0.864,0.4583333333333333
Australian,4,bcwi,logreg,,0.02,0.0,0.824,0.08333333333333333
Australian,4,projected_gd,logreg,,0.025,0.039603960396039604,0.864,0.4583333333333333
Australian,4,bcwi,logreg,,0.025,0.0,0.824,0.08333333333333333
Australian,4,projected_gd,logreg,,0.03,0.039603960396039604,0.864,0.4583333333333333
Australian,4,bcwi,logreg,,0.03,0.0,0.824,0.08333333333333333
Australian,5,baseline,logreg,,,0.32967032967032966,0.632,0.5294117647058824
Australian,5,confidence_drop,logreg,0.0,,0.25274725274725274,0.64,0.35294117647058826
Australian,5,fixed_anchor,logreg,0.0,,0.10989010989010989,0.8,0.5588235294117647
Australian,5,selective_distill,logreg,0.0,,0.054945054945054944,0.88,0.7058823529411765
Australian,5,confidence_drop,logreg,0.5,,0.34065934065934067,0.608,0.47058823529411764
Australian,5,fixed_anchor,logreg,0.5,,0.10989010989010989,0.776,0.47058823529411764
Australian,5,selective_distill,logreg,0.5,,0.054945054945054944,0.88,0.7058823529411765
Australian,5,confidence_drop,logreg,1.0,,0.31868131868131866,0.64,0.5294117647058824
Australian,5,fixed_anchor,logreg,1.0,,0.10989010989010989,0.776,0.47058823529411764
Australian,5,selective_distill,logreg,1.0,,0.054945054945054944,0.872,0.6764705882352942
Australian,5,confidence_drop,logreg,2.0,,0.38461538461538464,0.616,0.6176470588235294
Australian,5,fixed_anchor,logreg,2.0,,0.10989010989010989,0.784,0.5
Australian,5,selective_distill,logreg,2.0,,0.06593406593406594,0.864,0.6764705882352942
Australian,5,confidence_drop,logreg,4.0,,0.43956043956043955,0.576,0.6176470588235294
Australian,5,fixed_anchor,logreg,4.0,,0.10989010989010989,0.784,0.5
Australian,5,selective_distill,logreg,4.0,,0.07692307692307693,0.848,0.6470588235294118
Australian,5,confidence_drop,logreg,8.0,,0.6153846153846154,0.44,0.5882352941176471
Australian,5,fixed_anchor,logreg,8.0,,0.0989010989010989,0.792,0.5
Australian,5,selective_distill,logreg,8.0,,0.08791208791208792,0.848,0.6764705882352942
Australian,5,projected_gd,logreg,,0.0,0.01098901098901099,0.776,0.20588235294117646
Australian,5,bcwi,logreg,,0.0,0.02197802197802198,0.736,0.08823529411764706
